WKN;Name;ISIN;Branche;Sektor;Stock3Score;Momentum_&_Vola;Kursperform 6 M;Kursperform_1_J;Delta_52_Wochen_Hoch;Vola_1_J;Bewertung;KUV;Free_Cash_Flow;PEG_Ratio;KGV_(2023);KGV_(2024);Kursziel;Wachstum;Umsatzwachstum_ueber_5_J;EPS-Wachstum_ueber_5_J;Umsatzwachstum_(2023);Umsatzwachstum_(2024);Wachstum_des_verwaesserten_Gewinns_je_Aktie_(2023);Wachstum_des_verwaesserten_Gewinns_je_Aktie_(2024);Qualitaet_und_Verschuldung;Eigenkapitalrendite;Eigenkapitalquote;EBIT-Marge;Liquiditaet_dritten_Grades;Liquiditaet_zweiten_Grades;Verhaeltnis_aus_Schulden_zum_EK;Verhaeltnis_aus_Schulden_und_Vermoegenswerten;Zinsdeckungsgrad;Dividende_&_Aktienrueckkaeufe;Gesamtrendite;Payout_Ratio;Dividende_(2023);Dividende_(2024
860180;Schneider Electric SE;FR0000121972;Spezielle Industriemaschinen;Industrie;35;69;-11,20;10,46;-15,72;0,228;21;2,49;27,48;2,14;18,16;16,72;22,90;61;40,19;85,28;5,51;4,58;25,21;8,61;42;15,57;16,07;43,58;0,91;0,56;41,13;17,93;2.447,26;50;2,01;51,22;2,50;2,70
A1J88N;Eaton Corporation PLC;IE00B8KQN827;Spezielle Industriemaschinen;Industrie;47;88;19,32;40,27;-18,72;0,265;12;3,85;45,79;2,17;22,16;19,98;21,14;65;6,88;78,26;11,29;6,66;42,43;10,95;63;15,79;15,44;48,66;1,38;0,73;53,49;26,03;2.121,53;41;1,71;53,58;1,70;1,80
609500;ENCAVIS AG;DE0006095003;Versorgungsunternehmen - erneuerbar;Versorger;12;16;-24,40;-36,53;-43,19;0,301;45;4,18;11,53;-;19,63;18,54;74,35;75;84,22;1.422,36;-5,96;8,59;24,27;5,91;10;5,94;34,97;27,96;0,78;0,64;187,94;52,54;258,01;28;2,00;57,69;0,00;0,00
A3DCXB;Constellation Energy Corp;US21037T1097;Versorgungsunternehmen - erneuerbar;Versorger;21;98;45,59;28,93;-5,15;0,279;8;1,44;neg.;3,01;22,61;18,18;0,34;72;12,28;338,41;-6,11;5,67;914,54;24,36;27;6,96;6,04;23,49;1,19;0,48;52,35;12,30;-115,94;22;0,90;-;1,00;1,10
887832;CEZ AS;CZ0005112300;Versorgungsunternehmen - erneuerbar;Versorger;74;55;-17,24;22,26;-22,31;0,294;65;1,33;5,80;-;14,90;14,56;-2,28;47;84,80;245,01;-9,09;7,91;-55,76;2,35;54;42,41;28,98;19,28;1,03;0,43;97,61;18,82;1.365,21;84;14,80;96,35;12,10;6,50
A0NBLH;Orsted A/S;DK0060094928;Versorgungsunternehmen - erneuerbar;Versorger;19;5;-46,88;-47,78;-54,45;0,462;46;1,46;63,99;0,90;21,17;15,48;74,57;23;43,96;-63,92;-21,63;4,97;-55,79;36,82;42;13,88;14,20;29,14;1,51;0,96;78,16;22,78;717,86;74;3,51;39,02;4,40;4,80
A0Q249;EDP Renováveis S.A.;ES0127797019;Versorgungsunternehmen - erneuerbar;Versorger;9;19;-30,46;-35,19;-40,06;0,269;11;6,53;112,32;6,12;35,29;29,59;55,35;63;42,82;60,79;0,77;13,97;-9,55;19,29;23;4,39;49,58;32,83;0,65;0,49;80,88;26,55;337,93;33;0,48;41,96;1,10;1,30
EVNK01;Evonik Industries AG;DE000EVNK013;Spezialchemikalien;Grundstoffe;25;43;-14,59;-12,33;-24,30;0,233;45;0,47;14,99;6,23;18,04;12,01;21,80;19;18,28;-54,21;-15,12;3,96;-21,06;50,85;31;-2,81;0,01;50,32;1,83;0,86;38,54;19,39;862,81;57;6,80;100,86;6,90;7,00
A3D7VW;Linde PLC;IE000S9YS762;Spezialchemikalien;Grundstoffe;32;95;0,38;28,12;-6,16;0,209;8;5,58;33,94;3,01;26,36;24,21;14,40;61;123,60;4,95;-0,57;5,33;67,66;8,92;36;14,30;22,96;50,25;0,79;0,63;46,94;23,59;2.678,14;43;3,31;56,87;1,40;1,50
850133;Air Liquide-SA Ét.Expl.P.G.Cl.;FR0000120073;Spezialchemikalien;Grundstoffe;24;89;-6,48;15,38;-9,66;0,168;10;2,82;30,54;2,31;23,52;21,63;17,89;45;34,30;58,99;-5,73;5,02;22,91;8,73;27;13,74;15,86;47,93;0,93;0,54;56,35;27,01;1.166,38;45;1,90;55,98;2,10;2,20
854912;Air Products & Chemicals Inc.;US0091581068;Spezialchemikalien;Grundstoffe;56;76;-4,32;16,31;-14,58;0,239;13;4,99;230,48;1,69;24,42;21,79;18,48;59;42,72;68,01;0,36;6,76;12,94;12,05;76;15,77;22,45;48,34;1,81;1,51;63,35;30,62;2.252,11;52;2,42;41,33;2,40;2,60
856050;Sherwin-Williams Co.;US8243481061;Spezialchemikalien;Grundstoffe;13;78;1,47;15,50;-15,42;0,274;10;2,75;56,68;2,42;24,36;22,07;24,09;54;30,13;147,69;3,02;3,19;25,69;10,42;11;80,01;14,94;13,73;0,99;0,46;403,21;55,36;758,42;37;2,04;31,15;0,90;1,00
577330;Fraport AG;DE0005773303;Flughäfen und Luftverkehrsdienste;Industrie;75;61;-7,05;14,14;-18,10;0,311;53;1,35;105,39;1,80;12,24;9,37;31,55;73;10,50;-28,93;20,32;6,52;154,95;30,74;75;6,75;20,39;22,20;1,44;1,32;6,36;1,41;174,61;38;5,15;39,14;0,00;0,10
A12D3A;Aena SME S.A.;ES0105046009;Flughäfen und Luftverkehrsdienste;Industrie;81;80;-9,88;15,82;-11,88;0,207;46;4,61;38,23;0,12;15,31;13,25;18,17;70;16,31;1,21;16,85;8,82;49,04;15,64;73;18,87;37,53;42,38;1,48;1,45;112,47;47,67;1.369,88;60;3,33;79,03;5,30;6,00
A0J2WM;Aéroports de Paris S.A.;FR0010340141;Flughäfen und Luftverkehrsdienste;Industrie;40;26;-28,74;-25,80;-32,47;0,258;51;2,11;22,47;0,15;18,38;17,56;27,77;50;34,61;-10,45;15,06;6,49;5,67;4,70;48;14,60;21,20;21,36;1,29;1,14;248,32;53,04;408,06;62;2,93;59,96;3,30;3,50
A2AJEP;Flughafen Zürich AG;CH0319416936;Flughäfen und Luftverkehrsdienste;Industrie;67;85;2,44;12,89;-10,11;0,201;19;4,69;22,57;3,18;18,91;16,60;19,95;60;3,66;14,32;16,76;6,42;31,46;13,91;76;11,04;31,76;51,36;1,66;1,40;71,50;36,72;1.122,55;54;2,04;40,27;2,70;3,10
890262;Københavns Lufthavne AS;DK0010201102;Flughäfen und Luftverkehrsdienste;Industrie;-;42;-19,80;-15,84;-25,52;0,229;32;1,41;75,17;1,33;-;-;-64,71;-;-;-;-;-;-;-;6;10,96;15,05;17,66;0,11;0,09;367,59;64,92;274,83;51;0,41;23,29;-;-
A3E5D6;Fuchs SE Vz;DE000A3E5D64;Spezialchemikalien;Grundstoffe;90;84;-6,99;19,49;-12,72;0,236;48;0,69;19,16;-;16,66;15,09;25,22;39;40,40;1,25;5,63;1,40;11,54;10,50;92;15,30;10,66;72,85;2,22;1,06;9,74;7,09;6.050,00;60;2,91;57,22;3,20;3,40
A3D7VW;Linde PLC;IE000S9YS762;Spezialchemikalien;Grundstoffe;32;95;0,38;28,12;-6,16;0,209;8;5,58;33,94;3,01;26,36;24,21;14,40;61;123,60;4,95;-0,57;5,33;67,66;8,92;36;14,30;22,96;50,25;0,79;0,63;46,94;23,59;2.678,14;43;3,31;56,87;1,40;1,50
850133;Air Liquide-SA Ét.Expl.P.G.Cl.;FR0000120073;Spezialchemikalien;Grundstoffe;24;89;-6,47;15,39;-9,65;0,167;10;2,82;30,54;2,31;23,52;21,63;17,88;45;34,30;58,99;-5,73;5,02;22,91;8,73;27;13,74;15,86;47,93;0,93;0,54;56,35;27,01;1.166,38;45;1,90;55,98;2,10;2,20
854912;Air Products & Chemicals Inc.;US0091581068;Spezialchemikalien;Grundstoffe;56;76;-4,32;16,31;-14,58;0,239;13;4,99;230,48;1,69;24,42;21,79;18,48;59;42,72;68,01;0,36;6,76;12,94;12,05;76;15,77;22,45;48,34;1,81;1,51;63,35;30,62;2.252,11;52;2,42;41,33;2,40;2,60
856050;Sherwin-Williams Co.;US8243481061;Spezialchemikalien;Grundstoffe;13;78;1,56;15,60;-15,35;0,274;10;2,75;56,68;2,42;24,36;22,07;23,99;54;30,13;147,69;3,02;3,19;25,69;10,42;11;80,01;14,94;13,73;0,99;0,46;403,21;55,36;758,42;37;2,04;31,15;0,90;1,00
660200;GEA Group AG;DE0006602006;Spezielle Industriemaschinen;Industrie;58;45;-23,36;-6,15;-25,52;0,199;42;1,11;22,16;3,56;13,36;12,92;26,13;46;14,41;294,00;6,95;2,62;8,87;3,60;69;19,14;9,95;38,52;1,13;0,72;16,33;6,29;1.901,12;69;5,54;23,66;3,10;3,30
A3CSML;General Electric Co.;US3696043013;Spezielle Industriemaschinen;Industrie;32;89;6,76;46,83;-9,36;0,307;22;1,46;33,32;1,49;45,18;24,29;22,03;45;-35,75;-88,75;-18,58;10,60;3.828,20;86,01;39;28,59;15,85;19,37;1,16;0,81;95,54;18,50;187,87;32;1,38;6,91;0,40;0,40
723610;Siemens AG;DE0007236101;Spezielle Industriemaschinen;Industrie;52;58;-14,05;14,77;-23,89;0,237;60;1,37;18,00;1,02;13,11;12,39;39,14;42;-6,72;36,20;7,62;3,82;108,55;5,79;45;19,61;17,41;32,27;1,38;0,97;103,56;33,42;1.138,32;52;4,94;92,59;3,50;3,80
860180;Schneider Electric SE;FR0000121972;Spezielle Industriemaschinen;Industrie;35;69;-11,19;10,47;-15,71;0,228;21;2,49;27,48;2,14;18,16;16,72;22,88;61;40,19;85,28;5,51;4,58;25,21;8,61;42;15,57;16,07;43,58;0,91;0,56;41,13;17,93;2.447,26;50;2,01;51,22;2,50;2,70
A1J88N;Eaton Corporation PLC;IE00B8KQN827;Spezielle Industriemaschinen;Industrie;47;88;19,32;40,27;-18,72;0,265;12;3,85;45,79;2,17;22,16;19,98;21,14;65;6,88;78,26;11,29;6,66;42,43;10,95;63;15,79;15,44;48,66;1,38;0,73;53,49;26,03;2.121,53;41;1,71;53,58;1,70;1,80
A0LD6E;Gerresheimer AG;DE000A0LD6E6;Medizinische Geräte und Materialien;Gesundheitswesen;37;71;1,32;66,18;-21,58;0,354;53;1,66;neg.;1,23;21,61;17,36;38,31;81;47,79;9,43;11,24;10,19;46,98;24,73;11;7,90;10,20;37,05;0,74;0,40;98,24;36,40;603,71;37;1,26;40,85;1,30;1,40
888024;Intuitive Surgical Inc.;US46120E6023;Medizinische Geräte und Materialien;Gesundheitswesen;61;49;-10,73;22,76;-25,09;0,309;11;14,79;100,14;3,35;47,88;41,06;31,69;91;91,55;68,70;14,65;14,64;49,95;16,60;97;11,92;24,34;85,11;4,40;3,65;0,73;0,64;-;11;2,29;-;0,00;0,00
863195;EssilorLuxottica S.A.;FR0000121667;Medizinische Geräte und Materialien;Gesundheitswesen;56;72;-10,04;1,57;-13,52;0,214;33;2,92;25,86;3,03;23,75;21,47;18,80;74;135,34;62,88;4,10;5,43;39,14;10,59;55;6,19;12,94;61,85;1,10;0,59;32,58;20,15;2.043,59;46;2,04;66,87;2,10;2,30
857675;Becton Dickinson & Co.;US0758871091;Medizinische Geräte und Materialien;Gesundheitswesen;52;91;-0,34;16,79;-9,11;0,194;40;3,90;53,37;1,39;21,33;19,31;15,00;72;20,77;1.872,02;2,29;5,41;106,18;10,47;34;6,15;11,78;47,76;1,04;0,41;63,54;30,35;547,99;39;1,41;29,59;1,60;1,70
A2PDXE;ALCON N;CH0432492467;Medizinische Geräte und Materialien;Gesundheitswesen;43;80;6,13;11,58;-13,40;0,229;22;4,23;89,45;2,25;26,61;23,15;29,25;65;-;-;6,20;6,36;13,51;14,96;77;-;7,83;67,37;1,87;1,07;25,76;17,35;445,52;18;0,30;-;0,30;0,40
A1JXCV;Grand City Properties S.A.;LU0775917882;Immobilien-Dienstleistungen;Immobilien;20;38;11,36;-18,25;-29,97;0,427;22;3,76;25,48;-;neg.;neg.;24,60;5;-12,29;-205,84;20,75;0,97;-505,51;-109,66;41;-8,16;-114,53;47,15;3,67;2,21;76,08;35,87;587,61;88;11,12;28,76;3,30;7,30
922134;CoStar Group Inc.;US22160N1090;Immobilien-Dienstleistungen;Immobilien;48;66;4,91;2,66;-20,19;0,284;9;13,51;75,21;2,99;59,03;50,63;33,06;91;106,42;88,37;12,73;15,94;33,89;16,46;86;5,92;15,68;81,76;13,92;13,75;16,09;13,16;13.902,37;0;0,00;-;0,00;0,00
A1JLYH;CBRE Group Inc.;US12504L1098;Immobilien-Dienstleistungen;Immobilien;43;50;-4,24;-1,80;-24,02;0,297;72;0,72;17,11;1,68;17,19;13,46;33,29;59;47,38;26,38;2,02;8,37;-9,27;27,75;45;10,42;3,00;38,28;1,03;0,92;44,47;17,02;3.111,05;19;4,54;-;0,00;0,00
A14RZD;Cellnex Telecom S.A.;ES0105066007;Immobilien-Dienstleistungen;Immobilien;2;30;-28,20;-16,44;-29,92;0,263;16;6,42;1.415,17;-;neg.;neg.;63,46;27;373,23;-863,75;26,40;5,25;-179,27;-145,51;2;-2,33;4,88;32,13;0,99;0,84;147,45;47,38;21,71;28;0,05;52,55;0,20;0,30
A3H3LL;Vantage Towers;DE000A3H3LL2;Immobilien-Dienstleistungen;Immobilien;27;100;9,90;29,12;-0,45;0,182;10;16,31;54,71;1,73;44,99;36,11;-10,46;61;143,49;73,83;7,03;2,45;32,48;-3,74;23;8,68;49,37;50,23;0,19;0,17;75,99;38,17;612,34;38;0,11;4,28;1,87;2,20
840221;Hannover Rück SE;DE0008402215;Versicherungen - Rückversicherung;Finanzdienstleistungen;77;99;7,70;24,65;-4,83;0,186;52;0,78;5,99;1,16;13,46;11,52;0,62;59;51,93;72,94;-8,80;4,70;30,37;16,99;54;17,03;7,73;9,31;-;-;68,11;6,34;1.865,54;58;2,41;42,88;3,20;3,50
843002;Münchener Rück. (Munich Re) AG;DE0008430026;Versicherungen - Rückversicherung;Finanzdienstleistungen;77;100;9,42;38,23;-3,75;0,166;47;0,69;neg.;0,74;11,23;10,05;4,84;52;27,07;111,94;-4,48;4,32;33,64;11,67;49;11,05;5,05;7,05;-;-;30,63;2,16;1.501,05;66;3,99;47,10;3,40;3,60
A1H81M;Swiss Re AG;CH0126881561;Versicherungen - Rückversicherung;Finanzdienstleistungen;81;98;12,64;35,25;-3,72;0,207;72;0,65;15,00;0,07;9,54;8,22;3,20;75;27,05;723,35;1,77;4,40;592,02;15,98;27;12,82;6,00;7,44;-;-;86,92;6,47;214,21;53;6,10;400,00;6,50;6,90
580891;Everest Group Ltd;BMG3223R1088;Versicherungen - Rückversicherung;Finanzdienstleistungen;98;97;7,49;42,60;-2,83;0,267;85;1,20;4,94;0,97;7,61;6,76;10,89;97;103,16;2.305,50;23,20;17,39;245,23;12,63;56;12,19;10,85;21,12;-;-;36,54;7,72;682,18;41;1,80;42,79;1,70;1,80
896628;RenaissanceRe Holdings Ltd.;BMG7496G1033;Versicherungen - Rückversicherung;Finanzdienstleistungen;84;91;3,26;55,99;-4,11;0,313;65;1,33;7,67;3,62;6,96;6,89;14,85;94;287,49;532,25;57,82;34,71;21,74;0,87;40;6,47;11,08;14,57;-;-;21,98;3,20;-2.421,64;31;0,76;9,14;0,70;0,70
A13SX2;HELLA GmbH & Co. KGaA;DE000A13SX22;Autoteile;Zyklische Konsumgüter;49;68;-5,99;-8,49;-13,43;0,228;21;1,08;35,44;-;24,28;19,47;-3,39;16;21,05;-2,25;-3,35;0,79;-1,24;1,61;76;7,95;4,24;42,46;1,72;1,04;12,34;5,24;1.094,33;35;0,40;16,56;1,20;1,50
A3DW3V;Mobileye Global;US60741F1049;Autoteile;Zyklische Konsumgüter;-;30;-22,15;23,16;-25,82;0,547;4;14,99;65,05;-;-;-;;-;-;-;-;-;-;-;57;-0,94;-3,74;95,81;3,95;3,37;-;-;-33,33;-;-;-;-;-
A1JPLB;Aptiv PLC;JE00B783TY65;Autoteile;Zyklische Konsumgüter;57;39;-12,03;6,74;-25,60;0,335;54;1,30;77,22;0,68;19,48;14,93;39,52;85;39,54;17,34;15,17;9,49;141,87;30,48;61;10,32;8,76;40,25;1,60;1,07;79,02;31,81;552,05;29;0,35;22,86;0,10;0,20
A3DL84;Michelin;FR001400AJ45;Autoteile;Zyklische Konsumgüter;74;85;-2,43;7,73;-9,35;0,211;56;0,71;16,22;6,99;9,01;8,72;18,38;29;30,54;37,65;0,58;1,97;13,89;3,28;59;14,16;11,70;48,41;1,67;0,78;42,90;20,77;863,22;79;4,30;44,80;5,00;5,30
868610;Magna International Inc.;CA5592224011;Autoteile;Zyklische Konsumgüter;66;46;4,41;-14,02;-23,05;0,344;79;0,38;106,11;0,80;9,76;7,88;29,18;70;-;-;7,55;5,30;9,45;23,84;40;8,38;3,55;39,35;1,14;0,73;46,39;18,26;796,83;50;4,68;89,16;3,50;3,60
A16140;HelloFresh SE;DE000A161408;Restaurants;Zyklische Konsumgüter;14;45;-2,72;24,14;-26,95;0,560;26;0,61;neg.;-;28,20;16,51;24,37;89;511,86;74,23;2,89;10,01;20,14;70,82;13;6,60;1,91;37,93;0,94;0,55;69,27;26,28;824,64;5;0,02;-;0,00;0,00
856958;McDonald's Corp.;US5801351017;Restaurants;Zyklische Konsumgüter;39;72;-11,61;1,81;-13,43;0,145;20;7,79;43,18;1,70;22,42;20,91;22,39;59;19,46;51,86;9,54;6,37;37,74;7,25;45;-;46,49;-11,90;1,43;1,24;340,33;96,56;748,33;55;3,62;67,95;2,40;2,50
884437;Starbucks Corp.;US8552441094;Restaurants;Zyklische Konsumgüter;13;63;-13,42;6,78;-18,06;0,237;16;3,08;50,42;1,30;27,30;23,26;17,66;75;45,18;5,71;11,28;10,74;21,28;17,49;4;-;15,54;-31,12;0,77;0,49;807,19;85,08;976,35;36;2,82;70,67;2,30;2,50
A0ESP5;Chipotle Mexican Grill Inc.;US1696561059;Restaurants;Zyklische Konsumgüter;52;78;2,59;18,95;-15,24;0,288;11;5,52;64,58;1,39;42,23;34,90;16,94;94;101,58;583,80;13,58;12,90;34,52;20,91;73;45,29;15,82;34,18;1,28;1,14;157,57;53,86;12.100,78;6;1,05;-;0,00;0,00
A2DR6K;Compass Group PLC;GB00BD6K4575;Restaurants;Zyklische Konsumgüter;43;89;-0,85;8,41;-12,12;0,200;25;1,19;27,90;1,30;23,62;20,54;11,37;77;36,79;21,10;22,64;6,93;37,94;15,01;23;23,63;6,20;31,33;0,95;0,83;83,03;26,01;1.294,31;55;4,06;50,32;2,10;2,40
607000;HOCHTIEF AG;DE0006070006;Ingenieurwesen und Bau;Industrie;49;100;19,50;71,09;-9,31;0,222;49;0,25;13,91;2,80;13,01;12,24;2,91;23;14,82;-14,87;4,59;3,34;5,77;6,22;21;49,32;3,39;6,20;1,11;0,97;500,27;30,99;454,60;78;4,18;59,88;4,70;5,00
867475;VINCI S.A.;FR0000125486;Ingenieurwesen und Bau;Industrie;47;76;-10,64;7,56;-10,95;0,173;54;0,90;12,32;2,42;12,22;11,29;26,16;52;52,12;51,81;7,93;3,48;8,18;8,27;17;17,52;11,38;23,16;0,86;0,65;119,60;27,70;859,75;75;3,81;53,55;4,50;4,90
912294;Quanta Services Inc.;US74762E1029;Ingenieurwesen und Bau;Industrie;74;73;-1,25;24,55;-21,92;0,268;47;1,39;40,67;0,91;23,45;19,73;33,47;93;77,37;268,32;16,05;9,28;106,78;18,86;57;10,68;5,26;39,98;1,63;1,52;73,85;29,53;665,99;29;0,29;8,73;0,20;0,20
A1XBPS;WSP Global Inc.;CA92938W2022;Ingenieurwesen und Bau;Industrie;44;98;7,63;20,95;-6,62;0,191;9;1,75;43,39;16,44;27,27;23,85;13,79;68;37,99;183,89;-8,55;6,69;88,21;14,32;59;9,40;6,52;40,47;1,09;1,05;68,00;27,52;592,04;32;0,78;41,90;0,80;0,80
A3DTNN;Jacobs Engineering Group Inc.;US46982L1089;Ingenieurwesen und Bau;Industrie;78;97;15,17;14,66;-6,57;0,230;36;1,08;59,83;1,27;17,92;15,65;20,76;86;52,92;521,87;8,42;6,98;46,47;14,52;65;11,91;6,98;41,34;1,45;1,40;68,73;28,41;974,20;37;2,19;14,82;0,80;0,90
A1PHFF;HUGO BOSS AG;DE000A1PHFF7;Bekleidungsherstellung;Zyklische Konsumgüter;67;61;-15,91;23,13;-24,37;0,232;53;1,18;28,27;1,84;15,28;12,13;38,77;81;49,88;9,83;14,77;9,90;23,56;25,95;48;22,13;8,97;35,71;1,33;0,37;82,89;29,60;1.193,96;51;1,67;32,89;2,40;3,10
872318;H & M Hennes & Mauritz AB;SE0000106270;Bekleidungsherstellung;Zyklische Konsumgüter;39;55;-2,52;28,79;-19,17;0,379;52;1,08;13,16;0,36;25,32;16,67;16,76;59;12,98;-21,96;6,34;4,03;176,03;51,91;24;12,37;4,33;27,88;1,16;0,43;143,10;39,90;657,49;67;4,91;-;4,40;4,80
A1W66W;Moncler S.p.A.;IT0004965148;Bekleidungsherstellung;Zyklische Konsumgüter;78;50;-22,75;20,84;-23,76;0,273;17;5,26;25,86;2,74;23,05;20,48;31,92;84;110,64;73,39;14,92;11,55;1,27;12,52;93;20,66;28,88;62,56;1,68;1,27;31,45;19,67;2.944,48;46;2,03;50,00;2,10;2,30
A1JD3A;Ralph Lauren Corp.;US7512121010;Bekleidungsherstellung;Zyklische Konsumgüter;67;77;0,18;28,25;-14,30;0,315;38;1,23;52,94;1,23;15,64;12,35;18,15;36;4,41;75,61;3,62;2,30;-6,07;21,70;69;22,12;11,46;35,80;2,23;1,44;118,57;42,45;1.812,62;66;6,68;29,68;2,57;2,70
857621;V.F. Corp.;US9182041080;Bekleidungsherstellung;Zyklische Konsumgüter;6;9;-20,38;-34,09;-47,71;0,490;56;0,63;neg.;0,53;21,41;9,10;23,14;13;11,84;-37,27;-1,94;-1,12;-91,22;545,48;8;3,86;2,10;20,80;1,45;0,68;280,03;58,26;124,82;45;8,02;115,79;-;6,20
KSAG88;K+S Aktiengesellschaft;DE000KSAG888;Landwirtschaftliche Betriebsstoffe;Grundstoffe;54;30;-8,14;-26,31;-29,45;0,318;44;0,67;6,55;9,50;17,26;15,18;20,24;12;-4,77;332,86;-32,24;-3,53;-87,91;14,38;86;16,18;30,46;67,95;2,40;1,76;75,64;32,09;7.643,11;81;7,26;12,69;5,10;3,30
A2PKRR;Corteva Inc.;US22052L1044;Landwirtschaftliche Betriebsstoffe;Grundstoffe;39;39;-17,35;-19,16;-25,71;0,239;43;2,10;141,07;0,91;18,07;15,44;35,37;45;25,72;-58,42;2,90;4,89;76,76;17,06;61;3,55;8,15;59,37;1,56;0,84;5,17;3,07;1.905,06;42;3,21;37,34;1,20;1,40
A2DWB8;Nutrien Ltd;CA67077M1086;Landwirtschaftliche Betriebsstoffe;Grundstoffe;48;21;-9,53;-34,33;-35,57;0,351;75;0,95;10,48;0,96;11,43;11,42;27,20;4;-;-;-14,00;-1,29;-30,71;0,04;57;14,24;17,50;47,30;1,14;0,50;46,20;21,85;2.182,52;81;16,07;13,54;3,50;3,60
A0ES9N;CF Industries Holdings Inc.;US1252691001;Landwirtschaftliche Betriebsstoffe;Grundstoffe;66;44;11,62;-22,45;-25,94;0,347;65;1,92;5,79;0,67;10,22;12,28;6,81;14;49,90;550,78;-40,65;-5,42;-50,55;-16,88;80;45,90;41,25;37,94;3,69;2,92;63,85;24,22;1.616,37;62;7,90;9,77;1,90;1,90
A1JFWK;Mosaic Co., The;US61945C1036;Landwirtschaftliche Betriebsstoffe;Grundstoffe;53;15;-19,56;-32,69;-37,80;0,382;83;0,74;5,46;0,19;8,92;10,27;19,63;11;40,09;227,45;-29,78;-9,80;-60,72;-13,18;67;17,96;17,46;51,55;1,18;0,47;31,59;16,28;2.850,30;72;11,59;5,59;2,60;2,30
KGX888;KION GROUP AG;DE000KGX8881;Farm & Schwere Baumaschinen;Industrie;40;61;-7,31;50,00;-18,12;0,417;76;0,39;neg.;0,28;10,87;9,21;35,12;51;41,99;-8,25;1,95;0,61;311,77;17,99;14;1,47;2,62;33,93;1,05;0,51;106,61;36,18;193,94;47;0,52;25,33;2,40;3,20
850598;Caterpillar Inc.;US1491231015;Farm & Schwere Baumaschinen;Industrie;56;88;12,40;32,03;-14,54;0,283;43;2,08;29,94;1,33;12,50;11,87;14,82;61;22,36;92,78;12,68;3,69;57,47;5,26;39;49,23;17,64;19,37;1,39;0,79;233,11;45,14;2.075,62;55;4,74;37,26;2,00;2,10
850866;Deere & Co.;US2441991054;Farm & Schwere Baumaschinen;Industrie;61;66;-2,61;-1,34;-16,02;0,264;40;1,93;157,34;1,06;11,12;11,48;17,17;61;54,57;362,05;9,89;-0,87;44,81;-3,13;61;47,73;24,60;22,51;1,93;1,64;257,63;57,98;959,42;53;6,60;18,73;1,30;1,40
861114;Paccar Inc.;US6937181088;Farm & Schwere Baumaschinen;Industrie;73;98;11,28;36,56;-8,84;0,235;34;1,35;31,52;8,26;9,57;11,72;9,64;47;40,54;105,36;14,58;-9,38;48,55;-18,19;72;26,42;15,30;39,57;2,60;2,30;88,71;35,10;770,52;60;1,21;48,99;4,20;3,90
871229;Volvo (A);SE0000115420;Farm & Schwere Baumaschinen;Industrie;66;85;-0,21;10,89;-8,11;0,268;54;0,89;64,16;1,69;8,23;10,57;16,15;45;35,45;111,01;11,80;-7,03;60,65;-21,10;43;24,77;10,46;25,87;1,28;0,91;126,02;32,60;3.840,83;75;3,08;43,51;7,60;3,80
KBX100;Knorr-Bremse AG;DE000KBX1006;Autoteile;Zyklische Konsumgüter;62;56;-12,52;19,88;-23,03;0,299;33;1,37;54,97;-;15,62;14,00;24,27;36;16,23;-5,42;7,55;2,91;14,88;11,55;84;20,55;10,41;31,97;1,65;1,07;-;-;1.560,00;58;2,45;47,85;3,10;3,40
A3DW3V;Mobileye Global;US60741F1049;Autoteile;Zyklische Konsumgüter;-;30;-22,17;23,13;-25,86;0,547;4;14,99;65,05;-;-;-;;-;-;-;-;-;-;-;57;-0,94;-3,74;95,81;3,95;3,37;-;-;-33,33;-;-;-;-;-
A1JPLB;Aptiv PLC;JE00B783TY65;Autoteile;Zyklische Konsumgüter;57;39;-12,09;6,66;-25,66;0,335;54;1,30;77,22;0,68;19,48;14,93;39,62;85;39,54;17,34;15,17;9,49;141,87;30,48;61;10,32;8,76;40,25;1,60;1,07;79,02;31,81;552,05;29;0,35;22,86;0,10;0,20
A3DL84;Michelin;FR001400AJ45;Autoteile;Zyklische Konsumgüter;74;85;-2,43;7,73;-9,35;0,211;56;0,71;16,22;6,99;9,01;8,72;18,38;29;30,54;37,65;0,58;1,97;13,89;3,28;59;14,16;11,70;48,41;1,67;0,78;42,90;20,77;863,22;79;4,30;44,80;5,00;5,30
868610;Magna International Inc.;CA5592224011;Autoteile;Zyklische Konsumgüter;66;46;4,43;-14,00;-23,03;0,344;79;0,38;106,11;0,80;9,76;7,88;29,16;70;-;-;7,55;5,30;9,45;23,84;40;8,38;3,55;39,35;1,14;0,73;46,39;18,26;796,83;50;4,68;89,16;3,50;3,60
547040;LANXESS AG;DE0005470405;Spezialchemikalien;Grundstoffe;18;8;-42,06;-39,49;-56,79;0,341;63;0,24;neg.;0,49;neg.;11,66;52,11;11;6,63;-112,97;-10,04;3,32;-121,07;199,69;26;27,40;0,71;39,19;2,00;0,59;95,68;37,50;385,56;73;4,37;36,21;3,40;4,30
A3D7VW;Linde PLC;IE000S9YS762;Spezialchemikalien;Grundstoffe;32;95;0,23;27,93;-6,30;0,209;8;5,58;33,94;3,01;26,36;24,21;14,57;61;123,60;4,95;-0,57;5,33;67,66;8,92;36;14,30;22,96;50,25;0,79;0,63;46,94;23,59;2.678,14;43;3,31;56,87;1,40;1,50
